,theta,phi,cluster
0,0.0,-0.1,1
1,0.0,-0.098,1
2,0.0,-0.096,1
3,0.0,-0.094,1
4,0.0,-0.092,1
5,0.0,-0.09,1
6,0.0,-0.088,1
7,0.0,-0.086,1
8,0.0,-0.084,1
9,0.0,-0.082,1
10,0.0,-0.08,1
11,0.0,-0.078,1
12,0.0,-0.076,1
13,0.0,-0.074,1
14,0.0,-0.072,1
15,0.0,-0.07,1
16,0.0,-0.068,1
17,0.0,-0.066,1
18,0.0,-0.064,1
19,0.0,-0.062,1
20,0.0,-0.06,1
21,0.0,-0.058,1
22,0.0,-0.056,1
23,0.0,-0.054,1
24,0.0,-0.052,1
25,0.0,-0.05,1
26,0.0,-0.048,1
27,0.0,-0.046,1
28,0.0,-0.044,1
29,0.0,-0.042,1
30,0.0,-0.04,1
31,0.0,-0.038,1
32,0.0,-0.036,1
33,0.0,-0.034,1
34,0.0,-0.032,1
35,0.0,-0.03,1
36,0.0,-0.028,1
37,0.0,-0.026,1
38,0.0,-0.024,1
39,0.0,-0.022,1
40,0.0,-0.02,1
41,0.0,-0.018,1
42,0.0,-0.016,1
43,0.0,-0.014,1
44,0.0,-0.012,1
45,0.0,-0.01,1
46,0.0,-0.008,1
47,0.0,-0.006,1
48,0.0,-0.004,1
49,0.0,-0.002,1
50,0.0,0.0,1
51,0.0,0.002,3
52,0.0,0.004,3
53,0.0,0.006,3
54,0.0,0.008,3
55,0.0,0.01,3
56,0.0,0.012,3
57,0.0,0.014,3
58,0.0,0.016,3
59,0.0,0.018,3
60,0.0,0.02,3
61,0.0,0.022,3
62,0.0,0.024,3
63,0.0,0.026,3
64,0.0,0.028,3
65,0.0,0.03,3
66,0.0,0.032,3
67,0.0,0.034,3
68,0.0,0.036,3
69,0.0,0.038,3
70,0.0,0.04,3
71,0.0,0.042,3
72,0.0,0.044,3
73,0.0,0.046,3
74,0.0,0.048,3
75,0.0,0.05,3
76,0.0,0.052,3
77,0.0,0.054,3
78,0.0,0.056,3
79,0.0,0.058,3
80,0.0,0.06,3
81,0.0,0.062,3
82,0.0,0.064,3
83,0.0,0.066,3
84,0.0,0.068,3
85,0.0,0.07,3
86,0.0,0.072,3
87,0.0,0.074,3
88,0.0,0.076,3
89,0.0,0.078,3
90,0.0,0.08,3
91,0.0,0.082,3
92,0.0,0.084,3
93,0.0,0.086,3
94,0.0,0.088,3
95,0.0,0.09,3
96,0.0,0.092,3
97,0.0,0.094,3
98,0.0,0.096,3
99,0.0,0.098,3
100,0.0,0.1,3
101,0.005,-0.1,1
102,0.005,-0.098,1
103,0.005,-0.096,1
104,0.005,-0.094,1
105,0.005,-0.092,1
106,0.005,-0.09,1
107,0.005,-0.088,1
108,0.005,-0.086,1
109,0.005,-0.084,1
110,0.005,-0.082,1
111,0.005,-0.08,1
112,0.005,-0.078,1
113,0.005,-0.076,1
114,0.005,-0.074,1
115,0.005,-0.072,1
116,0.005,-0.07,1
117,0.005,-0.068,1
118,0.005,-0.066,1
119,0.005,-0.064,1
120,0.005,-0.062,1
121,0.005,-0.06,1
122,0.005,-0.058,1
123,0.005,-0.056,1
124,0.005,-0.054,1
125,0.005,-0.052,1
126,0.005,-0.05,1
127,0.005,-0.048,1
128,0.005,-0.046,1
129,0.005,-0.044,1
130,0.005,-0.042,1
131,0.005,-0.04,1
132,0.005,-0.038,1
133,0.005,-0.036,1
134,0.005,-0.034,1
135,0.005,-0.032,1
136,0.005,-0.03,1
137,0.005,-0.028,1
138,0.005,-0.026,1
139,0.005,-0.024,1
140,0.005,-0.022,1
141,0.005,-0.02,1
142,0.005,-0.018,1
143,0.005,-0.016,1
144,0.005,-0.014,1
145,0.005,-0.012,1
146,0.005,-0.01,1
147,0.005,-0.008,1
148,0.005,-0.006,1
149,0.005,-0.004,1
150,0.005,-0.002,1
151,0.005,0.0,2
152,0.005,0.002,3
153,0.005,0.004,3
154,0.005,0.006,3
155,0.005,0.008,3
156,0.005,0.01,3
157,0.005,0.012,3
158,0.005,0.014,3
159,0.005,0.016,3
160,0.005,0.018,3
161,0.005,0.02,3
162,0.005,0.022,3
163,0.005,0.024,3
164,0.005,0.026,3
165,0.005,0.028,3
166,0.005,0.03,3
167,0.005,0.032,3
168,0.005,0.034,3
169,0.005,0.036,3
170,0.005,0.038,3
171,0.005,0.04,3
172,0.005,0.042,3
173,0.005,0.044,3
174,0.005,0.046,3
175,0.005,0.048,3
176,0.005,0.05,3
177,0.005,0.052,3
178,0.005,0.054,3
179,0.005,0.056,3
180,0.005,0.058,3
181,0.005,0.06,3
182,0.005,0.062,3
183,0.005,0.064,3
184,0.005,0.066,3
185,0.005,0.068,3
186,0.005,0.07,3
187,0.005,0.072,3
188,0.005,0.074,3
189,0.005,0.076,3
190,0.005,0.078,3
191,0.005,0.08,3
192,0.005,0.082,3
193,0.005,0.084,3
194,0.005,0.086,3
195,0.005,0.088,3
196,0.005,0.09,3
197,0.005,0.092,3
198,0.005,0.094,3
199,0.005,0.096,3
200,0.005,0.098,3
201,0.005,0.1,3
202,0.01,-0.1,1
203,0.01,-0.098,1
204,0.01,-0.096,1
205,0.01,-0.094,1
206,0.01,-0.092,1
207,0.01,-0.09,1
208,0.01,-0.088,1
209,0.01,-0.086,1
210,0.01,-0.084,1
211,0.01,-0.082,1
212,0.01,-0.08,1
213,0.01,-0.078,1
214,0.01,-0.076,1
215,0.01,-0.074,1
216,0.01,-0.072,1
217,0.01,-0.07,1
218,0.01,-0.068,1
219,0.01,-0.066,1
220,0.01,-0.064,1
221,0.01,-0.062,1
222,0.01,-0.06,1
223,0.01,-0.058,1
224,0.01,-0.056,1
225,0.01,-0.054,1
226,0.01,-0.052,1
227,0.01,-0.05,1
228,0.01,-0.048,1
229,0.01,-0.046,1
230,0.01,-0.044,1
231,0.01,-0.042,1
232,0.01,-0.04,1
233,0.01,-0.038,1
234,0.01,-0.036,1
235,0.01,-0.034,1
236,0.01,-0.032,1
237,0.01,-0.03,1
238,0.01,-0.028,1
239,0.01,-0.026,1
240,0.01,-0.024,1
241,0.01,-0.022,1
242,0.01,-0.02,1
243,0.01,-0.018,1
244,0.01,-0.016,1
245,0.01,-0.014,1
246,0.01,-0.012,1
247,0.01,-0.01,1
248,0.01,-0.008,1
249,0.01,-0.006,1
250,0.01,-0.004,1
251,0.01,-0.002,2
252,0.01,0.0,2
253,0.01,0.002,3
254,0.01,0.004,3
255,0.01,0.006,3
256,0.01,0.008,3
257,0.01,0.01,3
258,0.01,0.012,3
259,0.01,0.014,3
260,0.01,0.016,3
261,0.01,0.018,3
262,0.01,0.02,3
263,0.01,0.022,3
264,0.01,0.024,3
265,0.01,0.026,3
266,0.01,0.028,3
267,0.01,0.03,3
268,0.01,0.032,3
269,0.01,0.034,3
270,0.01,0.036,3
271,0.01,0.038,3
272,0.01,0.04,3
273,0.01,0.042,3
274,0.01,0.044,3
275,0.01,0.046,3
276,0.01,0.048,3
277,0.01,0.05,3
278,0.01,0.052,3
279,0.01,0.054,3
280,0.01,0.056,3
281,0.01,0.058,3
282,0.01,0.06,3
283,0.01,0.062,3
284,0.01,0.064,3
285,0.01,0.066,3
286,0.01,0.068,3
287,0.01,0.07,3
288,0.01,0.072,3
289,0.01,0.074,3
290,0.01,0.076,3
291,0.01,0.078,3
292,0.01,0.08,3
293,0.01,0.082,3
294,0.01,0.084,3
295,0.01,0.086,3
296,0.01,0.088,3
297,0.01,0.09,3
298,0.01,0.092,3
299,0.01,0.094,3
300,0.01,0.096,3
301,0.01,0.098,3
302,0.01,0.1,3
303,0.015,-0.1,1
304,0.015,-0.098,1
305,0.015,-0.096,1
306,0.015,-0.094,1
307,0.015,-0.092,1
308,0.015,-0.09,1
309,0.015,-0.088,1
310,0.015,-0.086,1
311,0.015,-0.084,1
312,0.015,-0.082,1
313,0.015,-0.08,1
314,0.015,-0.078,1
315,0.015,-0.076,1
316,0.015,-0.074,1
317,0.015,-0.072,1
318,0.015,-0.07,1
319,0.015,-0.068,1
320,0.015,-0.066,1
321,0.015,-0.064,1
322,0.015,-0.062,1
323,0.015,-0.06,1
324,0.015,-0.058,1
325,0.015,-0.056,1
326,0.015,-0.054,1
327,0.015,-0.052,1
328,0.015,-0.05,1
329,0.015,-0.048,1
330,0.015,-0.046,1
331,0.015,-0.044,1
332,0.015,-0.042,1
333,0.015,-0.04,1
334,0.015,-0.038,1
335,0.015,-0.036,1
336,0.015,-0.034,1
337,0.015,-0.032,1
338,0.015,-0.03,1
339,0.015,-0.028,1
340,0.015,-0.026,1
341,0.015,-0.024,1
342,0.015,-0.022,1
343,0.015,-0.02,1
344,0.015,-0.018,1
345,0.015,-0.016,1
346,0.015,-0.014,1
347,0.015,-0.012,1
348,0.015,-0.01,1
349,0.015,-0.008,1
350,0.015,-0.006,1
351,0.015,-0.004,1
352,0.015,-0.002,2
353,0.015,0.0,2
354,0.015,0.002,3
355,0.015,0.004,3
356,0.015,0.006,3
357,0.015,0.008,3
358,0.015,0.01,3
359,0.015,0.012,3
360,0.015,0.014,3
361,0.015,0.016,3
362,0.015,0.018,3
363,0.015,0.02,3
364,0.015,0.022,3
365,0.015,0.024,3
366,0.015,0.026,3
367,0.015,0.028,3
368,0.015,0.03,3
369,0.015,0.032,3
370,0.015,0.034,3
371,0.015,0.036,3
372,0.015,0.038,3
373,0.015,0.04,3
374,0.015,0.042,3
375,0.015,0.044,3
376,0.015,0.046,3
377,0.015,0.048,3
378,0.015,0.05,3
379,0.015,0.052,3
380,0.015,0.054,3
381,0.015,0.056,3
382,0.015,0.058,3
383,0.015,0.06,3
384,0.015,0.062,3
385,0.015,0.064,3
386,0.015,0.066,3
387,0.015,0.068,3
388,0.015,0.07,3
389,0.015,0.072,3
390,0.015,0.074,3
391,0.015,0.076,3
392,0.015,0.078,3
393,0.015,0.08,3
394,0.015,0.082,3
395,0.015,0.084,3
396,0.015,0.086,3
397,0.015,0.088,3
398,0.015,0.09,3
399,0.015,0.092,3
400,0.015,0.094,3
401,0.015,0.096,3
402,0.015,0.098,3
403,0.015,0.1,3
404,0.02,-0.1,1
405,0.02,-0.098,1
406,0.02,-0.096,1
407,0.02,-0.094,1
408,0.02,-0.092,1
409,0.02,-0.09,1
410,0.02,-0.088,1
411,0.02,-0.086,1
412,0.02,-0.084,1
413,0.02,-0.082,1
414,0.02,-0.08,1
415,0.02,-0.078,1
416,0.02,-0.076,1
417,0.02,-0.074,1
418,0.02,-0.072,1
419,0.02,-0.07,1
420,0.02,-0.068,1
421,0.02,-0.066,1
422,0.02,-0.064,1
423,0.02,-0.062,1
424,0.02,-0.06,1
425,0.02,-0.058,1
426,0.02,-0.056,1
427,0.02,-0.054,1
428,0.02,-0.052,1
429,0.02,-0.05,1
430,0.02,-0.048,1
431,0.02,-0.046,1
432,0.02,-0.044,1
433,0.02,-0.042,1
434,0.02,-0.04,1
435,0.02,-0.038,1
436,0.02,-0.036,1
437,0.02,-0.034,1
438,0.02,-0.032,1
439,0.02,-0.03,1
440,0.02,-0.028,1
441,0.02,-0.026,1
442,0.02,-0.024,1
443,0.02,-0.022,1
444,0.02,-0.02,1
445,0.02,-0.018,1
446,0.02,-0.016,1
447,0.02,-0.014,1
448,0.02,-0.012,1
449,0.02,-0.01,1
450,0.02,-0.008,1
451,0.02,-0.006,1
452,0.02,-0.004,2
453,0.02,-0.002,2
454,0.02,0.0,2
455,0.02,0.002,3
456,0.02,0.004,3
457,0.02,0.006,3
458,0.02,0.008,3
459,0.02,0.01,3
460,0.02,0.012,3
461,0.02,0.014,3
462,0.02,0.016,3
463,0.02,0.018,3
464,0.02,0.02,3
465,0.02,0.022,3
466,0.02,0.024,3
467,0.02,0.026,3
468,0.02,0.028,3
469,0.02,0.03,3
470,0.02,0.032,3
471,0.02,0.034,3
472,0.02,0.036,3
473,0.02,0.038,3
474,0.02,0.04,3
475,0.02,0.042,3
476,0.02,0.044,3
477,0.02,0.046,3
478,0.02,0.048,3
479,0.02,0.05,3
480,0.02,0.052,3
481,0.02,0.054,3
482,0.02,0.056,3
483,0.02,0.058,3
484,0.02,0.06,3
485,0.02,0.062,3
486,0.02,0.064,3
487,0.02,0.066,3
488,0.02,0.068,3
489,0.02,0.07,3
490,0.02,0.072,3
491,0.02,0.074,3
492,0.02,0.076,3
493,0.02,0.078,3
494,0.02,0.08,3
495,0.02,0.082,3
496,0.02,0.084,3
497,0.02,0.086,3
498,0.02,0.088,3
499,0.02,0.09,3
500,0.02,0.092,3
501,0.02,0.094,3
502,0.02,0.096,3
503,0.02,0.098,3
504,0.02,0.1,3
505,0.025,-0.1,1
506,0.025,-0.098,1
507,0.025,-0.096,1
508,0.025,-0.094,1
509,0.025,-0.092,1
510,0.025,-0.09,1
511,0.025,-0.088,1
512,0.025,-0.086,1
513,0.025,-0.084,1
514,0.025,-0.082,1
515,0.025,-0.08,1
516,0.025,-0.078,1
517,0.025,-0.076,1
518,0.025,-0.074,1
519,0.025,-0.072,1
520,0.025,-0.07,1
521,0.025,-0.068,1
522,0.025,-0.066,1
523,0.025,-0.064,1
524,0.025,-0.062,1
525,0.025,-0.06,1
526,0.025,-0.058,1
527,0.025,-0.056,1
528,0.025,-0.054,1
529,0.025,-0.052,1
530,0.025,-0.05,1
531,0.025,-0.048,1
532,0.025,-0.046,1
533,0.025,-0.044,1
534,0.025,-0.042,1
535,0.025,-0.04,1
536,0.025,-0.038,1
537,0.025,-0.036,1
538,0.025,-0.034,1
539,0.025,-0.032,1
540,0.025,-0.03,1
541,0.025,-0.028,1
542,0.025,-0.026,1
543,0.025,-0.024,1
544,0.025,-0.022,1
545,0.025,-0.02,1
546,0.025,-0.018,1
547,0.025,-0.016,1
548,0.025,-0.014,1
549,0.025,-0.012,1
550,0.025,-0.01,1
551,0.025,-0.008,1
552,0.025,-0.006,2
553,0.025,-0.004,2
554,0.025,-0.002,2
555,0.025,0.0,2
556,0.025,0.002,3
557,0.025,0.004,3
558,0.025,0.006,3
559,0.025,0.008,3
560,0.025,0.01,3
561,0.025,0.012,3
562,0.025,0.014,3
563,0.025,0.016,3
564,0.025,0.018,3
565,0.025,0.02,3
566,0.025,0.022,3
567,0.025,0.024,3
568,0.025,0.026,3
569,0.025,0.028,3
570,0.025,0.03,3
571,0.025,0.032,3
572,0.025,0.034,3
573,0.025,0.036,3
574,0.025,0.038,3
575,0.025,0.04,3
576,0.025,0.042,3
577,0.025,0.044,3
578,0.025,0.046,3
579,0.025,0.048,3
580,0.025,0.05,3
581,0.025,0.052,3
582,0.025,0.054,3
583,0.025,0.056,3
584,0.025,0.058,3
585,0.025,0.06,3
586,0.025,0.062,3
587,0.025,0.064,3
588,0.025,0.066,3
589,0.025,0.068,3
590,0.025,0.07,3
591,0.025,0.072,3
592,0.025,0.074,3
593,0.025,0.076,3
594,0.025,0.078,3
595,0.025,0.08,3
596,0.025,0.082,3
597,0.025,0.084,3
598,0.025,0.086,3
599,0.025,0.088,3
600,0.025,0.09,3
601,0.025,0.092,3
602,0.025,0.094,3
603,0.025,0.096,3
604,0.025,0.098,3
605,0.025,0.1,3
606,0.03,-0.1,1
607,0.03,-0.098,1
608,0.03,-0.096,1
609,0.03,-0.094,1
610,0.03,-0.092,1
611,0.03,-0.09,1
612,0.03,-0.088,1
613,0.03,-0.086,1
614,0.03,-0.084,1
615,0.03,-0.082,1
616,0.03,-0.08,1
617,0.03,-0.078,1
618,0.03,-0.076,1
619,0.03,-0.074,1
620,0.03,-0.072,1
621,0.03,-0.07,1
622,0.03,-0.068,1
623,0.03,-0.066,1
624,0.03,-0.064,1
625,0.03,-0.062,1
626,0.03,-0.06,1
627,0.03,-0.058,1
628,0.03,-0.056,1
629,0.03,-0.054,1
630,0.03,-0.052,1
631,0.03,-0.05,1
632,0.03,-0.048,1
633,0.03,-0.046,1
634,0.03,-0.044,1
635,0.03,-0.042,1
636,0.03,-0.04,1
637,0.03,-0.038,1
638,0.03,-0.036,1
639,0.03,-0.034,1
640,0.03,-0.032,1
641,0.03,-0.03,1
642,0.03,-0.028,1
643,0.03,-0.026,1
644,0.03,-0.024,1
645,0.03,-0.022,1
646,0.03,-0.02,1
647,0.03,-0.018,1
648,0.03,-0.016,1
649,0.03,-0.014,1
650,0.03,-0.012,1
651,0.03,-0.01,1
652,0.03,-0.008,1
653,0.03,-0.006,2
654,0.03,-0.004,2
655,0.03,-0.002,2
656,0.03,0.0,2
657,0.03,0.002,3
658,0.03,0.004,3
659,0.03,0.006,3
660,0.03,0.008,3
661,0.03,0.01,3
662,0.03,0.012,3
663,0.03,0.014,3
664,0.03,0.016,3
665,0.03,0.018,3
666,0.03,0.02,3
667,0.03,0.022,3
668,0.03,0.024,3
669,0.03,0.026,3
670,0.03,0.028,3
671,0.03,0.03,3
672,0.03,0.032,3
673,0.03,0.034,3
674,0.03,0.036,3
675,0.03,0.038,3
676,0.03,0.04,3
677,0.03,0.042,3
678,0.03,0.044,3
679,0.03,0.046,3
680,0.03,0.048,3
681,0.03,0.05,3
682,0.03,0.052,3
683,0.03,0.054,3
684,0.03,0.056,3
685,0.03,0.058,3
686,0.03,0.06,3
687,0.03,0.062,3
688,0.03,0.064,3
689,0.03,0.066,3
690,0.03,0.068,3
691,0.03,0.07,3
692,0.03,0.072,3
693,0.03,0.074,3
694,0.03,0.076,3
695,0.03,0.078,3
696,0.03,0.08,3
697,0.03,0.082,3
698,0.03,0.084,3
699,0.03,0.086,3
700,0.03,0.088,3
701,0.03,0.09,3
702,0.03,0.092,3
703,0.03,0.094,3
704,0.03,0.096,3
705,0.03,0.098,3
706,0.03,0.1,3
707,0.035,-0.1,1
708,0.035,-0.098,1
709,0.035,-0.096,1
710,0.035,-0.094,1
711,0.035,-0.092,1
712,0.035,-0.09,1
713,0.035,-0.088,1
714,0.035,-0.086,1
715,0.035,-0.084,1
716,0.035,-0.082,1
717,0.035,-0.08,1
718,0.035,-0.078,1
719,0.035,-0.076,1
720,0.035,-0.074,1
721,0.035,-0.072,1
722,0.035,-0.07,1
723,0.035,-0.068,1
724,0.035,-0.066,1
725,0.035,-0.064,1
726,0.035,-0.062,1
727,0.035,-0.06,1
728,0.035,-0.058,1
729,0.035,-0.056,1
730,0.035,-0.054,1
731,0.035,-0.052,1
732,0.035,-0.05,1
733,0.035,-0.048,1
734,0.035,-0.046,1
735,0.035,-0.044,1
736,0.035,-0.042,1
737,0.035,-0.04,1
738,0.035,-0.038,1
739,0.035,-0.036,1
740,0.035,-0.034,1
741,0.035,-0.032,1
742,0.035,-0.03,1
743,0.035,-0.028,1
744,0.035,-0.026,1
745,0.035,-0.024,1
746,0.035,-0.022,1
747,0.035,-0.02,1
748,0.035,-0.018,1
749,0.035,-0.016,1
750,0.035,-0.014,1
751,0.035,-0.012,1
752,0.035,-0.01,1
753,0.035,-0.008,2
754,0.035,-0.006,2
755,0.035,-0.004,2
756,0.035,-0.002,2
757,0.035,0.0,2
758,0.035,0.002,2
759,0.035,0.004,3
760,0.035,0.006,3
761,0.035,0.008,3
762,0.035,0.01,3
763,0.035,0.012,3
764,0.035,0.014,3
765,0.035,0.016,3
766,0.035,0.018,3
767,0.035,0.02,3
768,0.035,0.022,3
769,0.035,0.024,3
770,0.035,0.026,3
771,0.035,0.028,3
772,0.035,0.03,3
773,0.035,0.032,3
774,0.035,0.034,3
775,0.035,0.036,3
776,0.035,0.038,3
777,0.035,0.04,3
778,0.035,0.042,3
779,0.035,0.044,3
780,0.035,0.046,3
781,0.035,0.048,3
782,0.035,0.05,3
783,0.035,0.052,3
784,0.035,0.054,3
785,0.035,0.056,3
786,0.035,0.058,3
787,0.035,0.06,3
788,0.035,0.062,3
789,0.035,0.064,3
790,0.035,0.066,3
791,0.035,0.068,3
792,0.035,0.07,3
793,0.035,0.072,3
794,0.035,0.074,3
795,0.035,0.076,3
796,0.035,0.078,3
797,0.035,0.08,3
798,0.035,0.082,3
799,0.035,0.084,3
800,0.035,0.086,3
801,0.035,0.088,3
802,0.035,0.09,3
803,0.035,0.092,3
804,0.035,0.094,3
805,0.035,0.096,3
806,0.035,0.098,3
807,0.035,0.1,3
808,0.04,-0.1,1
809,0.04,-0.098,1
810,0.04,-0.096,1
811,0.04,-0.094,1
812,0.04,-0.092,1
813,0.04,-0.09,1
814,0.04,-0.088,1
815,0.04,-0.086,1
816,0.04,-0.084,1
817,0.04,-0.082,1
818,0.04,-0.08,1
819,0.04,-0.078,1
820,0.04,-0.076,1
821,0.04,-0.074,1
822,0.04,-0.072,1
823,0.04,-0.07,1
824,0.04,-0.068,1
825,0.04,-0.066,1
826,0.04,-0.064,1
827,0.04,-0.062,1
828,0.04,-0.06,1
829,0.04,-0.058,1
830,0.04,-0.056,1
831,0.04,-0.054,1
832,0.04,-0.052,1
833,0.04,-0.05,1
834,0.04,-0.048,1
835,0.04,-0.046,1
836,0.04,-0.044,1
837,0.04,-0.042,1
838,0.04,-0.04,1
839,0.04,-0.038,1
840,0.04,-0.036,1
841,0.04,-0.034,1
842,0.04,-0.032,1
843,0.04,-0.03,1
844,0.04,-0.028,1
845,0.04,-0.026,1
846,0.04,-0.024,1
847,0.04,-0.022,1
848,0.04,-0.02,1
849,0.04,-0.018,1
850,0.04,-0.016,1
851,0.04,-0.014,1
852,0.04,-0.012,1
853,0.04,-0.01,1
854,0.04,-0.008,2
855,0.04,-0.006,2
856,0.04,-0.004,2
857,0.04,-0.002,2
858,0.04,0.0,2
859,0.04,0.002,2
860,0.04,0.004,3
861,0.04,0.006,3
862,0.04,0.008,3
863,0.04,0.01,3
864,0.04,0.012,3
865,0.04,0.014,3
866,0.04,0.016,3
867,0.04,0.018,3
868,0.04,0.02,3
869,0.04,0.022,3
870,0.04,0.024,3
871,0.04,0.026,3
872,0.04,0.028,3
873,0.04,0.03,3
874,0.04,0.032,3
875,0.04,0.034,3
876,0.04,0.036,3
877,0.04,0.038,3
878,0.04,0.04,3
879,0.04,0.042,3
880,0.04,0.044,3
881,0.04,0.046,3
882,0.04,0.048,3
883,0.04,0.05,3
884,0.04,0.052,3
885,0.04,0.054,3
886,0.04,0.056,3
887,0.04,0.058,3
888,0.04,0.06,3
889,0.04,0.062,3
890,0.04,0.064,3
891,0.04,0.066,3
892,0.04,0.068,3
893,0.04,0.07,3
894,0.04,0.072,3
895,0.04,0.074,3
896,0.04,0.076,3
897,0.04,0.078,3
898,0.04,0.08,3
899,0.04,0.082,3
900,0.04,0.084,3
901,0.04,0.086,3
902,0.04,0.088,3
903,0.04,0.09,3
904,0.04,0.092,3
905,0.04,0.094,3
906,0.04,0.096,3
907,0.04,0.098,3
908,0.04,0.1,3
909,0.045,-0.1,1
910,0.045,-0.098,1
911,0.045,-0.096,1
912,0.045,-0.094,1
913,0.045,-0.092,1
914,0.045,-0.09,1
915,0.045,-0.088,1
916,0.045,-0.086,1
917,0.045,-0.084,1
918,0.045,-0.082,1
919,0.045,-0.08,1
920,0.045,-0.078,1
921,0.045,-0.076,1
922,0.045,-0.074,1
923,0.045,-0.072,1
924,0.045,-0.07,1
925,0.045,-0.068,1
926,0.045,-0.066,1
927,0.045,-0.064,1
928,0.045,-0.062,1
929,0.045,-0.06,1
930,0.045,-0.058,1
931,0.045,-0.056,1
932,0.045,-0.054,1
933,0.045,-0.052,1
934,0.045,-0.05,1
935,0.045,-0.048,1
936,0.045,-0.046,1
937,0.045,-0.044,1
938,0.045,-0.042,1
939,0.045,-0.04,1
940,0.045,-0.038,1
941,0.045,-0.036,1
942,0.045,-0.034,1
943,0.045,-0.032,1
944,0.045,-0.03,1
945,0.045,-0.028,1
946,0.045,-0.026,1
947,0.045,-0.024,1
948,0.045,-0.022,1
949,0.045,-0.02,1
950,0.045,-0.018,1
951,0.045,-0.016,1
952,0.045,-0.014,1
953,0.045,-0.012,1
954,0.045,-0.01,2
955,0.045,-0.008,2
956,0.045,-0.006,2
957,0.045,-0.004,2
958,0.045,-0.002,2
959,0.045,0.0,2
960,0.045,0.002,2
961,0.045,0.004,3
962,0.045,0.006,3
963,0.045,0.008,3
964,0.045,0.01,3
965,0.045,0.012,3
966,0.045,0.014,3
967,0.045,0.016,3
968,0.045,0.018,3
969,0.045,0.02,3
970,0.045,0.022,3
971,0.045,0.024,3
972,0.045,0.026,3
973,0.045,0.028,3
974,0.045,0.03,3
975,0.045,0.032,3
976,0.045,0.034,3
977,0.045,0.036,3
978,0.045,0.038,3
979,0.045,0.04,3
980,0.045,0.042,3
981,0.045,0.044,3
982,0.045,0.046,3
983,0.045,0.048,3
984,0.045,0.05,3
985,0.045,0.052,3
986,0.045,0.054,3
987,0.045,0.056,3
988,0.045,0.058,3
989,0.045,0.06,3
990,0.045,0.062,3
991,0.045,0.064,3
992,0.045,0.066,3
993,0.045,0.068,3
994,0.045,0.07,3
995,0.045,0.072,3
996,0.045,0.074,3
997,0.045,0.076,3
998,0.045,0.078,3
999,0.045,0.08,3
1000,0.045,0.082,3
1001,0.045,0.084,3
1002,0.045,0.086,3
1003,0.045,0.088,3
1004,0.045,0.09,3
1005,0.045,0.092,3
1006,0.045,0.094,3
1007,0.045,0.096,3
1008,0.045,0.098,3
1009,0.045,0.1,3
1010,0.05,-0.1,1
1011,0.05,-0.098,1
1012,0.05,-0.096,1
1013,0.05,-0.094,1
1014,0.05,-0.092,1
1015,0.05,-0.09,1
1016,0.05,-0.088,1
1017,0.05,-0.086,1
1018,0.05,-0.084,1
1019,0.05,-0.082,1
1020,0.05,-0.08,1
1021,0.05,-0.078,1
1022,0.05,-0.076,1
1023,0.05,-0.074,1
1024,0.05,-0.072,1
1025,0.05,-0.07,1
1026,0.05,-0.068,1
1027,0.05,-0.066,1
1028,0.05,-0.064,1
1029,0.05,-0.062,1
1030,0.05,-0.06,1
1031,0.05,-0.058,1
1032,0.05,-0.056,1
1033,0.05,-0.054,1
1034,0.05,-0.052,1
1035,0.05,-0.05,1
1036,0.05,-0.048,1
1037,0.05,-0.046,1
1038,0.05,-0.044,1
1039,0.05,-0.042,1
1040,0.05,-0.04,1
1041,0.05,-0.038,1
1042,0.05,-0.036,1
1043,0.05,-0.034,1
1044,0.05,-0.032,1
1045,0.05,-0.03,1
1046,0.05,-0.028,1
1047,0.05,-0.026,1
1048,0.05,-0.024,1
1049,0.05,-0.022,1
1050,0.05,-0.02,1
1051,0.05,-0.018,1
1052,0.05,-0.016,1
1053,0.05,-0.014,1
1054,0.05,-0.012,1
1055,0.05,-0.01,2
1056,0.05,-0.008,2
1057,0.05,-0.006,2
1058,0.05,-0.004,2
1059,0.05,-0.002,2
1060,0.05,0.0,2
1061,0.05,0.002,2
1062,0.05,0.004,3
1063,0.05,0.006,3
1064,0.05,0.008,3
1065,0.05,0.01,3
1066,0.05,0.012,3
1067,0.05,0.014,3
1068,0.05,0.016,3
1069,0.05,0.018,3
1070,0.05,0.02,3
1071,0.05,0.022,3
1072,0.05,0.024,3
1073,0.05,0.026,3
1074,0.05,0.028,3
1075,0.05,0.03,3
1076,0.05,0.032,3
1077,0.05,0.034,3
1078,0.05,0.036,3
1079,0.05,0.038,3
1080,0.05,0.04,3
1081,0.05,0.042,3
1082,0.05,0.044,3
1083,0.05,0.046,3
1084,0.05,0.048,3
1085,0.05,0.05,3
1086,0.05,0.052,3
1087,0.05,0.054,3
1088,0.05,0.056,3
1089,0.05,0.058,3
1090,0.05,0.06,3
1091,0.05,0.062,3
1092,0.05,0.064,3
1093,0.05,0.066,3
1094,0.05,0.068,3
1095,0.05,0.07,3
1096,0.05,0.072,3
1097,0.05,0.074,3
1098,0.05,0.076,3
1099,0.05,0.078,3
1100,0.05,0.08,3
1101,0.05,0.082,3
1102,0.05,0.084,3
1103,0.05,0.086,3
1104,0.05,0.088,3
1105,0.05,0.09,3
1106,0.05,0.092,3
1107,0.05,0.094,3
1108,0.05,0.096,3
1109,0.05,0.098,3
