,theta,phi,cluster
123,0.005,-0.056,3
124,0.005,-0.054,3
125,0.005,-0.052,3
126,0.005,-0.05,3
127,0.005,-0.048,3
128,0.005,-0.046,3
129,0.005,-0.044,3
130,0.005,-0.042,3
131,0.005,-0.04,3
132,0.005,-0.038,3
133,0.005,-0.036,3
134,0.005,-0.034,3
135,0.005,-0.032,3
136,0.005,-0.03,3
137,0.005,-0.028,3
138,0.005,-0.026,3
139,0.005,-0.024,3
140,0.005,-0.022,3
141,0.005,-0.02,3
142,0.005,-0.018,3
143,0.005,-0.016,3
144,0.005,-0.014,3
145,0.005,-0.012,3
146,0.005,-0.01,3
147,0.005,-0.008,3
148,0.005,-0.006,3
149,0.005,-0.004,3
150,0.005,-0.002,3
151,0.005,0.0,1
152,0.005,0.002,2
153,0.005,0.004,2
154,0.005,0.006,2
155,0.005,0.008,2
156,0.005,0.01,2
157,0.005,0.012,2
158,0.005,0.014,2
159,0.005,0.016,2
160,0.005,0.018,2
161,0.005,0.02,2
162,0.005,0.022,2
163,0.005,0.024,2
164,0.005,0.026,2
165,0.005,0.028,2
166,0.005,0.03,2
167,0.005,0.032,2
168,0.005,0.034,2
169,0.005,0.036,2
170,0.005,0.038,2
171,0.005,0.04,2
172,0.005,0.042,2
173,0.005,0.044,2
174,0.005,0.046,2
175,0.005,0.048,2
176,0.005,0.05,2
177,0.005,0.052,2
178,0.005,0.054,2
179,0.005,0.056,2
180,0.005,0.058,2
181,0.005,0.06,2
182,0.005,0.062,2
183,0.005,0.064,2
184,0.005,0.066,2
185,0.005,0.068,2
186,0.005,0.07,2
187,0.005,0.072,2
188,0.005,0.074,2
189,0.005,0.076,2
190,0.005,0.078,2
191,0.005,0.08,2
192,0.005,0.082,2
193,0.005,0.084,2
194,0.005,0.086,2
195,0.005,0.088,2
196,0.005,0.09,2
197,0.005,0.092,2
198,0.005,0.094,2
199,0.005,0.096,2
200,0.005,0.098,2
201,0.005,0.1,2
202,0.01,-0.1,3
203,0.01,-0.098,3
204,0.01,-0.096,3
205,0.01,-0.094,3
206,0.01,-0.092,3
207,0.01,-0.09,3
208,0.01,-0.088,3
209,0.01,-0.086,3
210,0.01,-0.084,3
211,0.01,-0.082,3
212,0.01,-0.08,3
213,0.01,-0.078,3
214,0.01,-0.076,3
215,0.01,-0.074,3
216,0.01,-0.072,3
217,0.01,-0.07,3
218,0.01,-0.068,3
219,0.01,-0.066,3
220,0.01,-0.064,3
221,0.01,-0.062,3
222,0.01,-0.06,3
223,0.01,-0.058,3
224,0.01,-0.056,3
225,0.01,-0.054,3
226,0.01,-0.052,3
227,0.01,-0.05,3
228,0.01,-0.048,3
229,0.01,-0.046,3
230,0.01,-0.044,3
231,0.01,-0.042,3
232,0.01,-0.04,3
233,0.01,-0.038,3
234,0.01,-0.036,3
235,0.01,-0.034,3
236,0.01,-0.032,3
237,0.01,-0.03,3
238,0.01,-0.028,3
239,0.01,-0.026,3
240,0.01,-0.024,3
241,0.01,-0.022,3
242,0.01,-0.02,3
243,0.01,-0.018,3
244,0.01,-0.016,3
245,0.01,-0.014,3
246,0.01,-0.012,3
247,0.01,-0.01,3
248,0.01,-0.008,3
249,0.01,-0.006,3
250,0.01,-0.004,3
251,0.01,-0.002,3
252,0.01,0.0,1
253,0.01,0.002,2
254,0.01,0.004,2
255,0.01,0.006,2
256,0.01,0.008,2
257,0.01,0.01,2
258,0.01,0.012,2
259,0.01,0.014,2
260,0.01,0.016,2
261,0.01,0.018,2
262,0.01,0.02,2
263,0.01,0.022,2
264,0.01,0.024,2
265,0.01,0.026,2
266,0.01,0.028,2
267,0.01,0.03,2
268,0.01,0.032,2
269,0.01,0.034,2
270,0.01,0.036,2
271,0.01,0.038,2
272,0.01,0.04,2
273,0.01,0.042,2
274,0.01,0.044,2
275,0.01,0.046,2
276,0.01,0.048,2
277,0.01,0.05,2
278,0.01,0.052,2
279,0.01,0.054,2
280,0.01,0.056,2
281,0.01,0.058,2
282,0.01,0.06,2
283,0.01,0.062,2
284,0.01,0.064,2
285,0.01,0.066,2
286,0.01,0.068,2
287,0.01,0.07,2
288,0.01,0.072,2
289,0.01,0.074,2
290,0.01,0.076,2
291,0.01,0.078,2
292,0.01,0.08,2
293,0.01,0.082,2
294,0.01,0.084,2
295,0.01,0.086,2
296,0.01,0.088,2
297,0.01,0.09,2
298,0.01,0.092,2
299,0.01,0.094,2
300,0.01,0.096,2
301,0.01,0.098,2
302,0.01,0.1,2
303,0.015,-0.1,3
304,0.015,-0.098,3
305,0.015,-0.096,3
306,0.015,-0.094,3
307,0.015,-0.092,3
308,0.015,-0.09,3
309,0.015,-0.088,3
310,0.015,-0.086,3
311,0.015,-0.084,3
312,0.015,-0.082,3
313,0.015,-0.08,3
314,0.015,-0.078,3
315,0.015,-0.076,3
316,0.015,-0.074,3
317,0.015,-0.072,3
318,0.015,-0.07,3
319,0.015,-0.068,3
320,0.015,-0.066,3
321,0.015,-0.064,3
322,0.015,-0.062,3
323,0.015,-0.06,3
324,0.015,-0.058,3
325,0.015,-0.056,3
326,0.015,-0.054,3
327,0.015,-0.052,3
328,0.015,-0.05,3
329,0.015,-0.048,3
330,0.015,-0.046,3
331,0.015,-0.044,3
332,0.015,-0.042,3
333,0.015,-0.04,3
334,0.015,-0.038,3
335,0.015,-0.036,3
336,0.015,-0.034,3
337,0.015,-0.032,3
338,0.015,-0.03,3
339,0.015,-0.028,3
340,0.015,-0.026,3
341,0.015,-0.024,3
342,0.015,-0.022,3
343,0.015,-0.02,3
344,0.015,-0.018,3
345,0.015,-0.016,3
346,0.015,-0.014,3
347,0.015,-0.012,3
348,0.015,-0.01,3
349,0.015,-0.008,3
350,0.015,-0.006,3
351,0.015,-0.004,3
352,0.015,-0.002,3
353,0.015,0.0,1
354,0.015,0.002,2
355,0.015,0.004,2
356,0.015,0.006,2
357,0.015,0.008,2
358,0.015,0.01,2
359,0.015,0.012,2
360,0.015,0.014,2
361,0.015,0.016,2
362,0.015,0.018,2
363,0.015,0.02,2
364,0.015,0.022,2
365,0.015,0.024,2
366,0.015,0.026,2
367,0.015,0.028,2
368,0.015,0.03,2
369,0.015,0.032,2
370,0.015,0.034,2
371,0.015,0.036,2
372,0.015,0.038,2
373,0.015,0.04,2
374,0.015,0.042,2
375,0.015,0.044,2
376,0.015,0.046,2
377,0.015,0.048,2
378,0.015,0.05,2
379,0.015,0.052,2
380,0.015,0.054,2
381,0.015,0.056,2
382,0.015,0.058,2
383,0.015,0.06,2
384,0.015,0.062,2
385,0.015,0.064,2
386,0.015,0.066,2
387,0.015,0.068,2
388,0.015,0.07,2
389,0.015,0.072,2
390,0.015,0.074,2
391,0.015,0.076,2
392,0.015,0.078,2
393,0.015,0.08,2
394,0.015,0.082,2
395,0.015,0.084,2
396,0.015,0.086,2
397,0.015,0.088,2
398,0.015,0.09,2
399,0.015,0.092,2
400,0.015,0.094,2
401,0.015,0.096,2
402,0.015,0.098,2
403,0.015,0.1,2
404,0.02,-0.1,3
405,0.02,-0.098,3
406,0.02,-0.096,3
407,0.02,-0.094,3
408,0.02,-0.092,3
409,0.02,-0.09,3
410,0.02,-0.088,3
411,0.02,-0.086,3
412,0.02,-0.084,3
413,0.02,-0.082,3
414,0.02,-0.08,3
415,0.02,-0.078,3
416,0.02,-0.076,3
417,0.02,-0.074,3
418,0.02,-0.072,3
419,0.02,-0.07,3
420,0.02,-0.068,3
421,0.02,-0.066,3
422,0.02,-0.064,3
423,0.02,-0.062,3
424,0.02,-0.06,3
425,0.02,-0.058,3
426,0.02,-0.056,3
427,0.02,-0.054,3
428,0.02,-0.052,3
429,0.02,-0.05,3
430,0.02,-0.048,3
431,0.02,-0.046,3
432,0.02,-0.044,3
433,0.02,-0.042,3
434,0.02,-0.04,3
435,0.02,-0.038,3
436,0.02,-0.036,3
437,0.02,-0.034,3
438,0.02,-0.032,3
439,0.02,-0.03,3
440,0.02,-0.028,3
441,0.02,-0.026,3
442,0.02,-0.024,3
443,0.02,-0.022,3
444,0.02,-0.02,3
445,0.02,-0.018,3
446,0.02,-0.016,3
447,0.02,-0.014,3
448,0.02,-0.012,3
449,0.02,-0.01,3
450,0.02,-0.008,3
451,0.02,-0.006,3
452,0.02,-0.004,3
453,0.02,-0.002,1
454,0.02,0.0,1
455,0.02,0.002,2
456,0.02,0.004,2
457,0.02,0.006,2
458,0.02,0.008,2
459,0.02,0.01,2
460,0.02,0.012,2
461,0.02,0.014,2
462,0.02,0.016,2
463,0.02,0.018,2
464,0.02,0.02,2
465,0.02,0.022,2
466,0.02,0.024,2
467,0.02,0.026,2
468,0.02,0.028,2
469,0.02,0.03,2
470,0.02,0.032,2
471,0.02,0.034,2
472,0.02,0.036,2
473,0.02,0.038,2
474,0.02,0.04,2
475,0.02,0.042,2
476,0.02,0.044,2
477,0.02,0.046,2
478,0.02,0.048,2
479,0.02,0.05,2
480,0.02,0.052,2
481,0.02,0.054,2
482,0.02,0.056,2
483,0.02,0.058,2
484,0.02,0.06,2
485,0.02,0.062,2
486,0.02,0.064,2
487,0.02,0.066,2
488,0.02,0.068,2
489,0.02,0.07,2
490,0.02,0.072,2
491,0.02,0.074,2
492,0.02,0.076,2
493,0.02,0.078,2
494,0.02,0.08,2
495,0.02,0.082,2
496,0.02,0.084,2
497,0.02,0.086,2
498,0.02,0.088,2
499,0.02,0.09,2
500,0.02,0.092,2
501,0.02,0.094,2
502,0.02,0.096,2
503,0.02,0.098,2
504,0.02,0.1,2
505,0.025,-0.1,3
506,0.025,-0.098,3
507,0.025,-0.096,3
508,0.025,-0.094,3
509,0.025,-0.092,3
510,0.025,-0.09,3
511,0.025,-0.088,3
512,0.025,-0.086,3
513,0.025,-0.084,3
514,0.025,-0.082,3
515,0.025,-0.08,3
516,0.025,-0.078,3
517,0.025,-0.076,3
518,0.025,-0.074,3
519,0.025,-0.072,3
520,0.025,-0.07,3
521,0.025,-0.068,3
522,0.025,-0.066,3
523,0.025,-0.064,3
524,0.025,-0.062,3
525,0.025,-0.06,3
526,0.025,-0.058,3
527,0.025,-0.056,3
528,0.025,-0.054,3
529,0.025,-0.052,3
530,0.025,-0.05,3
531,0.025,-0.048,3
532,0.025,-0.046,3
533,0.025,-0.044,3
534,0.025,-0.042,3
535,0.025,-0.04,3
536,0.025,-0.038,3
537,0.025,-0.036,3
538,0.025,-0.034,3
539,0.025,-0.032,3
540,0.025,-0.03,3
541,0.025,-0.028,3
542,0.025,-0.026,3
543,0.025,-0.024,3
544,0.025,-0.022,3
545,0.025,-0.02,3
546,0.025,-0.018,3
547,0.025,-0.016,3
548,0.025,-0.014,3
549,0.025,-0.012,3
550,0.025,-0.01,3
551,0.025,-0.008,3
552,0.025,-0.006,3
553,0.025,-0.004,3
554,0.025,-0.002,1
555,0.025,0.0,1
556,0.025,0.002,2
557,0.025,0.004,2
558,0.025,0.006,2
559,0.025,0.008,2
560,0.025,0.01,2
561,0.025,0.012,2
562,0.025,0.014,2
563,0.025,0.016,2
564,0.025,0.018,2
565,0.025,0.02,2
566,0.025,0.022,2
567,0.025,0.024,2
568,0.025,0.026,2
569,0.025,0.028,2
570,0.025,0.03,2
571,0.025,0.032,2
572,0.025,0.034,2
573,0.025,0.036,2
574,0.025,0.038,2
575,0.025,0.04,2
576,0.025,0.042,2
577,0.025,0.044,2
578,0.025,0.046,2
579,0.025,0.048,2
580,0.025,0.05,2
581,0.025,0.052,2
582,0.025,0.054,2
583,0.025,0.056,2
584,0.025,0.058,2
585,0.025,0.06,2
586,0.025,0.062,2
587,0.025,0.064,2
588,0.025,0.066,2
589,0.025,0.068,2
590,0.025,0.07,2
591,0.025,0.072,2
592,0.025,0.074,2
593,0.025,0.076,2
594,0.025,0.078,2
595,0.025,0.08,2
596,0.025,0.082,2
597,0.025,0.084,2
598,0.025,0.086,2
599,0.025,0.088,2
600,0.025,0.09,2
601,0.025,0.092,2
602,0.025,0.094,2
603,0.025,0.096,2
604,0.025,0.098,2
605,0.025,0.1,2
606,0.03,-0.1,3
607,0.03,-0.098,3
608,0.03,-0.096,3
609,0.03,-0.094,3
610,0.03,-0.092,3
611,0.03,-0.09,3
612,0.03,-0.088,3
613,0.03,-0.086,3
614,0.03,-0.084,3
615,0.03,-0.082,3
616,0.03,-0.08,3
617,0.03,-0.078,3
618,0.03,-0.076,3
619,0.03,-0.074,3
620,0.03,-0.072,3
621,0.03,-0.07,3
622,0.03,-0.068,3
623,0.03,-0.066,3
624,0.03,-0.064,3
625,0.03,-0.062,3
626,0.03,-0.06,3
627,0.03,-0.058,3
628,0.03,-0.056,3
629,0.03,-0.054,3
630,0.03,-0.052,3
631,0.03,-0.05,3
632,0.03,-0.048,3
633,0.03,-0.046,3
634,0.03,-0.044,3
635,0.03,-0.042,3
636,0.03,-0.04,3
637,0.03,-0.038,3
638,0.03,-0.036,3
639,0.03,-0.034,3
640,0.03,-0.032,3
641,0.03,-0.03,3
642,0.03,-0.028,3
643,0.03,-0.026,3
644,0.03,-0.024,3
645,0.03,-0.022,3
646,0.03,-0.02,3
647,0.03,-0.018,3
648,0.03,-0.016,3
649,0.03,-0.014,3
650,0.03,-0.012,3
651,0.03,-0.01,3
652,0.03,-0.008,3
653,0.03,-0.006,3
654,0.03,-0.004,3
655,0.03,-0.002,1
656,0.03,0.0,1
657,0.03,0.002,2
658,0.03,0.004,2
659,0.03,0.006,2
660,0.03,0.008,2
661,0.03,0.01,2
662,0.03,0.012,2
663,0.03,0.014,2
664,0.03,0.016,2
665,0.03,0.018,2
666,0.03,0.02,2
667,0.03,0.022,2
668,0.03,0.024,2
669,0.03,0.026,2
670,0.03,0.028,2
671,0.03,0.03,2
672,0.03,0.032,2
673,0.03,0.034,2
674,0.03,0.036,2
675,0.03,0.038,2
676,0.03,0.04,2
677,0.03,0.042,2
678,0.03,0.044,2
679,0.03,0.046,2
680,0.03,0.048,2
681,0.03,0.05,2
682,0.03,0.052,2
683,0.03,0.054,2
684,0.03,0.056,2
685,0.03,0.058,2
686,0.03,0.06,2
687,0.03,0.062,2
688,0.03,0.064,2
689,0.03,0.066,2
690,0.03,0.068,2
691,0.03,0.07,2
692,0.03,0.072,2
693,0.03,0.074,2
694,0.03,0.076,2
695,0.03,0.078,2
696,0.03,0.08,2
697,0.03,0.082,2
698,0.03,0.084,2
699,0.03,0.086,2
700,0.03,0.088,2
701,0.03,0.09,2
702,0.03,0.092,2
703,0.03,0.094,2
704,0.03,0.096,2
705,0.03,0.098,2
706,0.03,0.1,2
707,0.035,-0.1,3
708,0.035,-0.098,3
709,0.035,-0.096,3
710,0.035,-0.094,3
711,0.035,-0.092,3
712,0.035,-0.09,3
713,0.035,-0.088,3
714,0.035,-0.086,3
715,0.035,-0.084,3
716,0.035,-0.082,3
717,0.035,-0.08,3
718,0.035,-0.078,3
719,0.035,-0.076,3
720,0.035,-0.074,3
721,0.035,-0.072,3
722,0.035,-0.07,3
723,0.035,-0.068,3
724,0.035,-0.066,3
725,0.035,-0.064,3
726,0.035,-0.062,3
727,0.035,-0.06,3
728,0.035,-0.058,3
729,0.035,-0.056,3
730,0.035,-0.054,3
731,0.035,-0.052,3
732,0.035,-0.05,3
733,0.035,-0.048,3
734,0.035,-0.046,3
735,0.035,-0.044,3
736,0.035,-0.042,3
737,0.035,-0.04,3
738,0.035,-0.038,3
739,0.035,-0.036,3
740,0.035,-0.034,3
741,0.035,-0.032,3
742,0.035,-0.03,3
743,0.035,-0.028,3
744,0.035,-0.026,3
745,0.035,-0.024,3
746,0.035,-0.022,3
747,0.035,-0.02,3
748,0.035,-0.018,3
749,0.035,-0.016,3
750,0.035,-0.014,3
751,0.035,-0.012,3
752,0.035,-0.01,3
753,0.035,-0.008,3
754,0.035,-0.006,3
755,0.035,-0.004,1
756,0.035,-0.002,1
757,0.035,0.0,1
758,0.035,0.002,1
759,0.035,0.004,2
760,0.035,0.006,2
761,0.035,0.008,2
762,0.035,0.01,2
763,0.035,0.012,2
764,0.035,0.014,2
765,0.035,0.016,2
766,0.035,0.018,2
767,0.035,0.02,2
768,0.035,0.022,2
769,0.035,0.024,2
770,0.035,0.026,2
771,0.035,0.028,2
772,0.035,0.03,2
773,0.035,0.032,2
774,0.035,0.034,2
775,0.035,0.036,2
776,0.035,0.038,2
777,0.035,0.04,2
778,0.035,0.042,2
779,0.035,0.044,2
780,0.035,0.046,2
781,0.035,0.048,2
782,0.035,0.05,2
783,0.035,0.052,2
784,0.035,0.054,2
785,0.035,0.056,2
786,0.035,0.058,2
787,0.035,0.06,2
788,0.035,0.062,2
789,0.035,0.064,2
790,0.035,0.066,2
791,0.035,0.068,2
792,0.035,0.07,2
793,0.035,0.072,2
794,0.035,0.074,2
795,0.035,0.076,2
796,0.035,0.078,2
797,0.035,0.08,2
798,0.035,0.082,2
799,0.035,0.084,2
800,0.035,0.086,2
801,0.035,0.088,2
802,0.035,0.09,2
803,0.035,0.092,2
804,0.035,0.094,2
805,0.035,0.096,2
806,0.035,0.098,2
807,0.035,0.1,2
808,0.04,-0.1,3
809,0.04,-0.098,3
810,0.04,-0.096,3
811,0.04,-0.094,3
812,0.04,-0.092,3
813,0.04,-0.09,3
814,0.04,-0.088,3
815,0.04,-0.086,3
816,0.04,-0.084,3
817,0.04,-0.082,3
818,0.04,-0.08,3
819,0.04,-0.078,3
820,0.04,-0.076,3
821,0.04,-0.074,3
822,0.04,-0.072,3
823,0.04,-0.07,3
824,0.04,-0.068,3
825,0.04,-0.066,3
826,0.04,-0.064,3
827,0.04,-0.062,3
828,0.04,-0.06,3
829,0.04,-0.058,3
830,0.04,-0.056,3
831,0.04,-0.054,3
832,0.04,-0.052,3
833,0.04,-0.05,3
834,0.04,-0.048,3
835,0.04,-0.046,3
836,0.04,-0.044,3
837,0.04,-0.042,3
838,0.04,-0.04,3
839,0.04,-0.038,3
840,0.04,-0.036,3
841,0.04,-0.034,3
842,0.04,-0.032,3
843,0.04,-0.03,3
844,0.04,-0.028,3
845,0.04,-0.026,3
846,0.04,-0.024,3
847,0.04,-0.022,3
848,0.04,-0.02,3
849,0.04,-0.018,3
850,0.04,-0.016,3
851,0.04,-0.014,3
852,0.04,-0.012,3
853,0.04,-0.01,3
854,0.04,-0.008,3
855,0.04,-0.006,3
856,0.04,-0.004,1
857,0.04,-0.002,1
858,0.04,0.0,1
859,0.04,0.002,1
860,0.04,0.004,2
861,0.04,0.006,2
862,0.04,0.008,2
863,0.04,0.01,2
864,0.04,0.012,2
865,0.04,0.014,2
866,0.04,0.016,2
867,0.04,0.018,2
868,0.04,0.02,2
869,0.04,0.022,2
870,0.04,0.024,2
871,0.04,0.026,2
872,0.04,0.028,2
873,0.04,0.03,2
874,0.04,0.032,2
875,0.04,0.034,2
876,0.04,0.036,2
877,0.04,0.038,2
878,0.04,0.04,2
879,0.04,0.042,2
880,0.04,0.044,2
881,0.04,0.046,2
882,0.04,0.048,2
883,0.04,0.05,2
884,0.04,0.052,2
885,0.04,0.054,2
886,0.04,0.056,2
887,0.04,0.058,2
888,0.04,0.06,2
889,0.04,0.062,2
890,0.04,0.064,2
891,0.04,0.066,2
892,0.04,0.068,2
893,0.04,0.07,2
894,0.04,0.072,2
895,0.04,0.074,2
896,0.04,0.076,2
897,0.04,0.078,2
898,0.04,0.08,2
899,0.04,0.082,2
900,0.04,0.084,2
901,0.04,0.086,2
902,0.04,0.088,2
903,0.04,0.09,2
904,0.04,0.092,2
905,0.04,0.094,2
906,0.04,0.096,2
907,0.04,0.098,2
908,0.04,0.1,2
909,0.045,-0.1,3
910,0.045,-0.098,3
911,0.045,-0.096,3
912,0.045,-0.094,3
913,0.045,-0.092,3
914,0.045,-0.09,3
915,0.045,-0.088,3
916,0.045,-0.086,3
917,0.045,-0.084,3
918,0.045,-0.082,3
919,0.045,-0.08,3
920,0.045,-0.078,3
921,0.045,-0.076,3
922,0.045,-0.074,3
923,0.045,-0.072,3
924,0.045,-0.07,3
925,0.045,-0.068,3
926,0.045,-0.066,3
927,0.045,-0.064,3
928,0.045,-0.062,3
929,0.045,-0.06,3
930,0.045,-0.058,3
931,0.045,-0.056,3
932,0.045,-0.054,3
933,0.045,-0.052,3
934,0.045,-0.05,3
935,0.045,-0.048,3
936,0.045,-0.046,3
937,0.045,-0.044,3
938,0.045,-0.042,3
939,0.045,-0.04,3
940,0.045,-0.038,3
941,0.045,-0.036,3
942,0.045,-0.034,3
943,0.045,-0.032,3
944,0.045,-0.03,3
945,0.045,-0.028,3
946,0.045,-0.026,3
947,0.045,-0.024,3
948,0.045,-0.022,3
949,0.045,-0.02,3
950,0.045,-0.018,3
951,0.045,-0.016,3
952,0.045,-0.014,3
953,0.045,-0.012,3
954,0.045,-0.01,3
955,0.045,-0.008,3
956,0.045,-0.006,3
957,0.045,-0.004,1
958,0.045,-0.002,1
959,0.045,0.0,1
960,0.045,0.002,1
961,0.045,0.004,2
962,0.045,0.006,2
963,0.045,0.008,2
964,0.045,0.01,2
965,0.045,0.012,2
966,0.045,0.014,2
967,0.045,0.016,2
968,0.045,0.018,2
969,0.045,0.02,2
970,0.045,0.022,2
971,0.045,0.024,2
972,0.045,0.026,2
973,0.045,0.028,2
974,0.045,0.03,2
975,0.045,0.032,2
976,0.045,0.034,2
977,0.045,0.036,2
978,0.045,0.038,2
979,0.045,0.04,2
980,0.045,0.042,2
981,0.045,0.044,2
982,0.045,0.046,2
983,0.045,0.048,2
984,0.045,0.05,2
985,0.045,0.052,2
986,0.045,0.054,2
987,0.045,0.056,2
988,0.045,0.058,2
989,0.045,0.06,2
990,0.045,0.062,2
991,0.045,0.064,2
992,0.045,0.066,2
993,0.045,0.068,2
994,0.045,0.07,2
995,0.045,0.072,2
996,0.045,0.074,2
997,0.045,0.076,2
998,0.045,0.078,2
999,0.045,0.08,2
1000,0.045,0.082,2
1001,0.045,0.084,2
1002,0.045,0.086,2
1003,0.045,0.088,2
1004,0.045,0.09,2
1005,0.045,0.092,2
1006,0.045,0.094,2
1007,0.045,0.096,2
1008,0.045,0.098,2
1009,0.045,0.1,2
1010,0.05,-0.1,3
1011,0.05,-0.098,3
1012,0.05,-0.096,3
1013,0.05,-0.094,3
1014,0.05,-0.092,3
1015,0.05,-0.09,3
1016,0.05,-0.088,3
1017,0.05,-0.086,3
1018,0.05,-0.084,3
1019,0.05,-0.082,3
1020,0.05,-0.08,3
1021,0.05,-0.078,3
1022,0.05,-0.076,3
1023,0.05,-0.074,3
1024,0.05,-0.072,3
1025,0.05,-0.07,3
1026,0.05,-0.068,3
1027,0.05,-0.066,3
1028,0.05,-0.064,3
1029,0.05,-0.062,3
1030,0.05,-0.06,3
1031,0.05,-0.058,3
1032,0.05,-0.056,3
1033,0.05,-0.054,3
1034,0.05,-0.052,3
1035,0.05,-0.05,3
1036,0.05,-0.048,3
1037,0.05,-0.046,3
1038,0.05,-0.044,3
1039,0.05,-0.042,3
1040,0.05,-0.04,3
1041,0.05,-0.038,3
1042,0.05,-0.036,3
1043,0.05,-0.034,3
1044,0.05,-0.032,3
1045,0.05,-0.03,3
1046,0.05,-0.028,3
1047,0.05,-0.026,3
1048,0.05,-0.024,3
1049,0.05,-0.022,3
1050,0.05,-0.02,3
1051,0.05,-0.018,3
1052,0.05,-0.016,3
1053,0.05,-0.014,3
1054,0.05,-0.012,3
1055,0.05,-0.01,3
1056,0.05,-0.008,3
1057,0.05,-0.006,1
1058,0.05,-0.004,1
1059,0.05,-0.002,1
1060,0.05,0.0,1
1061,0.05,0.002,1
1062,0.05,0.004,2
1063,0.05,0.006,2
1064,0.05,0.008,2
1065,0.05,0.01,2
1066,0.05,0.012,2
1067,0.05,0.014,2
1068,0.05,0.016,2
1069,0.05,0.018,2
1070,0.05,0.02,2
1071,0.05,0.022,2
1072,0.05,0.024,2
1073,0.05,0.026,2
1074,0.05,0.028,2
1075,0.05,0.03,2
1076,0.05,0.032,2
1077,0.05,0.034,2
1078,0.05,0.036,2
1079,0.05,0.038,2
1080,0.05,0.04,2
1081,0.05,0.042,2
1082,0.05,0.044,2
1083,0.05,0.046,2
1084,0.05,0.048,2
1085,0.05,0.05,2
1086,0.05,0.052,2
1087,0.05,0.054,2
1088,0.05,0.056,2
1089,0.05,0.058,2
1090,0.05,0.06,2
1091,0.05,0.062,2
1092,0.05,0.064,2
1093,0.05,0.066,2
1094,0.05,0.068,2
1095,0.05,0.07,2
1096,0.05,0.072,2
1097,0.05,0.074,2
1098,0.05,0.076,2
1099,0.05,0.078,2
1100,0.05,0.08,2
1101,0.05,0.082,2
1102,0.05,0.084,2
1103,0.05,0.086,2
1104,0.05,0.088,2
1105,0.05,0.09,2
1106,0.05,0.092,2
1107,0.05,0.094,2
1108,0.05,0.096,2
